51%,1022 hPa,8.0 °C
62%,1022 hPa,8 °C
52%,1022 hPa,8.0 °C
62%,1022 hPa,8 °C
51%,1022 hPa,8.0 °C
62%,1021 hPa,8 °C
51%,1022 hPa,8 °C
66%,1021 hPa,8 °C
55%,1022 hPa,7.0 °C
66%,1022 hPa,7 °C
60%,1022 hPa,7.0 °C
71%,1022 hPa,7 °C
63%,1022 hPa,7.0 °C
76%,1022 hPa,7 °C
69%,1022 hPa,8.0 °C
81%,1022 hPa,8 °C
70%,1022 hPa,8.0 °C
76%,1022 hPa,8 °C
69%,1022 hPa,8.0 °C
76%,1022 hPa,8 °C
69%,1023 hPa,9.0 °C
81%,1022 hPa,9 °C
70%,1023 hPa,9.0 °C
76%,1022 hPa,9 °C
71%,1023 hPa,9.0 °C
87%,1023 hPa,9 °C
74%,1023 hPa,9.0 °C
93%,1023 hPa,9 °C
87%,1023 hPa,9.0 °C
87%,1023 hPa,9 °C
85%,1024 hPa,9.0 °C
87%,1023 hPa,9 °C
85%,1024 hPa,9.0 °C
85%,1025 hPa,9 °C
93%,1024 hPa,9.0 °C
88%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
90%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
84%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
93%,1024 hPa,9 °C
88%,1025 hPa,8.0 °C
81%,1024 hPa,8 °C
76%,1025 hPa,8.0 °C
71%,1024 hPa,8 °C
65%,1025 hPa,8.0 °C
76%,1025 hPa,8 °C
67%,1025 hPa,8.0 °C
71%,1024 hPa,8 °C
64%,1025 hPa,8.0 °C
76%,1024 hPa,8 °C
66%,1024 hPa,5.0 °C
71%,1024 hPa,5 °C
63%,1024 hPa,5.0 °C
71%,1024 hPa,5 °C
62%,1024 hPa,5.0 °C
76%,1023 hPa,5 °C
67%,1024 hPa,3.0 °C
76%,1024 hPa,3 °C
73%,1024 hPa,5.0 °C
78%,1024 hPa,5 °C
93%,1024 hPa,7.0 °C
85%,1024 hPa,7 °C
93%,1024 hPa,9.0 °C
85%,1025 hPa,9 °C
93%,1025 hPa,10 °C
87%,1025 hPa,11.0 °C
93%,1025 hPa,11 °C
87%,1025 hPa,11.0 °C
93%,1025 hPa,11 °C
92%,1025 hPa,12.0 °C
93%,1025 hPa,12 °C
92%,1026 hPa,12.0 °C
93%,1025 hPa,13.0 °C
89%,1026 hPa,13 °C
87%,1025 hPa,12.0 °C
86%,1026 hPa,12 °C
87%,1025 hPa,12.0 °C
82%,1026 hPa,12 °C
87%,1025 hPa,9.0 °C
84%,1026 hPa,9 °C
81%,1026 hPa,7.0 °C
87%,1026 hPa,7 °C
84%,1027 hPa,5.0 °C
87%,1027 hPa,5 °C
84%,1028 hPa,4.0 °C
87%,1027 hPa,4 °C
80%,1028 hPa,3.0 °C
87%,1028 hPa,3 °C
76%,1028 hPa,3.0 °C
72%,1029 hPa,3 °C
58%,1029 hPa,3.0 °C
66%,1028 hPa,3 °C
61%,1029 hPa,2.0 °C
71%,1028 hPa,2 °C
67%,1028 hPa,2.0 °C
58%,1029 hPa,2 °C
67%,1027 hPa,3 °C
61%,1028 hPa,4 °C
71%,1027 hPa,5 °C
61%,1028 hPa,6 °C
76%,1027 hPa,7 °C
70%,1028 hPa,8 °C
81%,1028 hPa,9 °C
79%,1028 hPa,10 °C
81%,1028 hPa,0.0 °C
79%,1029 hPa,0 °C
87%,1028 hPa,3 °C
87%,1029 hPa,8.0 °C
87%,1029 hPa,8 °C
87%,1029 hPa,10.0 °C
93%,1029 hPa,10 °C
88%,1029 hPa,11.0 °C
93%,1029 hPa,11 °C
87%,1029 hPa,11.0 °C
87%,1029 hPa,11 °C
84%,1030 hPa,12.0 °C
87%,1029 hPa,12 °C
82%,1030 hPa,12.0 °C
77%,1030 hPa,12 °C
87%,1029 hPa,13.0 °C
78%,1030 hPa,13 °C
81%,1030 hPa,12.0 °C
81%,1029 hPa,12 °C
81%,1030 hPa,11.0 °C
81%,1029 hPa,11 °C
77%,1030 hPa,9.0 °C
87%,1029 hPa,9 °C
79%,1030 hPa,7.0 °C
81%,1029 hPa,7 °C
72%,1030 hPa,6.0 °C
76%,1030 hPa,6 °C
71%,1030 hPa,5.0 °C
76%,1030 hPa,5 °C
66%,1031 hPa,5.0 °C
76%,1030 hPa,5 °C
67%,1031 hPa,4 °C
71%,1030 hPa,4.0 °C
61%,1031 hPa,4 °C
58%,1030 hPa,3.0 °C
66%,1030 hPa,3 °C
54%,1030 hPa,3 °C
56%,1030 hPa,2.0 °C
66%,1029 hPa,2 °C
58%,1030 hPa,3.0 °C
71%,1030 hPa,3 °C
61%,1030 hPa,3.0 °C
76%,1030 hPa,3 °C
67%,1031 hPa,2.0 °C
76%,1031 hPa,2 °C
64%,1031 hPa,2.0 °C
81%,1031 hPa,2 °C
68%,1032 hPa,6.0 °C
77%,1032 hPa,6 °C
87%,1031 hPa,8.0 °C
80%,1032 hPa,8 °C
87%,1031 hPa,9.0 °C
80%,1032 hPa,9 °C
87%,1031 hPa,12.0 °C
83%,1032 hPa,12 °C
87%,1032 hPa,13 °C
84%,1032 hPa,13.0 °C
93%,1032 hPa,13 °C
87%,1033 hPa,13.0 °C
85%,1032 hPa,13 °C
93%,1032 hPa,13.0 °C
88%,1032 hPa,13 °C
93%,1032 hPa,13.0 °C
89%,1033 hPa,13 °C
93%,1032 hPa,11.0 °C
83%,1033 hPa,11 °C
93%,1033 hPa,10.0 °C
89%,1033 hPa,10 °C
66%,1033 hPa,10.0 °C
58%,1034 hPa,10 °C
54%,1033 hPa,9.0 °C
40%,1034 hPa,9 °C
47%,1033 hPa,9.0 °C
33%,1034 hPa,9 °C
47%,1033 hPa,9 °C
35%,1034 hPa,8.0 °C
33%,1033 hPa,8 °C
44%,1033 hPa,8.0 °C
31%,1033 hPa,8 °C
41%,1033 hPa,8.0 °C
30%,1033 hPa,8 °C
47%,1033 hPa,8.0 °C
34%,1033 hPa,8 °C
54%,1033 hPa,8.0 °C
45%,1034 hPa,8 °C
54%,1034 hPa,8.0 °C
76%,1034 hPa,8 °C
67%,1034 hPa,7.0 °C
87%,1034 hPa,7 °C
80%,1034 hPa,7 °C
85%,1035 hPa,7.0 °C
93%,1035 hPa,7 °C
86%,1036 hPa,8.0 °C
93%,1035 hPa,8 °C
91%,1036 hPa,10 °C
100%,1035 hPa,12.0 °C
91%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
88%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
89%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
89%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
85%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
85%,1036 hPa,12 °C
93%,1035 hPa,11 °C
86%,1036 hPa,10.0 °C
93%,1035 hPa,10 °C
86%,1036 hPa,8.0 °C
87%,1035 hPa,8 °C
84%,1036 hPa,7.0 °C
71%,1035 hPa,7 °C
66%,1036 hPa,6.0 °C
66%,1035 hPa,6 °C
55%,1036 hPa,5.0 °C
62%,1035 hPa,5 °C
52%,1036 hPa,5.0 °C
54%,1034 hPa,5 °C
44%,1034 hPa,5.0 °C
55%,1033 hPa,5 °C
42%,1034 hPa,5.0 °C
51%,1033 hPa,5 °C
43%,1034 hPa,5.0 °C
59%,1033 hPa,5 °C
46%,1033 hPa,5.0 °C
59%,1033 hPa,5 °C
47%,1033 hPa,4.0 °C
71%,1032 hPa,4 °C
56%,1033 hPa,5.0 °C
70%,1033 hPa,5 °C
