Time (CET),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
4:55 PM,7.0 °C,5.7 °C,4.0 °C,81%,1022 hPa,1.6 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
5:00 PM,7 °C,0,4 °C,79%,1022 hPa,1.6 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
5:55 PM,7.0 °C,6.2 °C,4.0 °C,81%,1022 hPa,1.4 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
6:00 PM,7 °C,0,4 °C,79%,1022 hPa,1.4 km,NE,5.6 km/h		/  ,0,0,	 ,Mist
6:55 PM,7.0 °C,6.2 °C,4.0 °C,81%,1022 hPa,1.8 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
7:00 PM,7 °C,0,4 °C,79%,1023 hPa,1.8 km,NE,5.6 km/h		/  ,0,0,	 ,Mist
7:55 PM,6.0 °C,4.5 °C,4.0 °C,87%,1022 hPa,2.5 km,NW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
8:00 PM,6 °C,0,4 °C,79%,1023 hPa,2.5 km,NW,7.4 km/h		/  ,0,0,	 ,Mist
8:55 PM,6.0 °C,0,4.0 °C,87%,1022 hPa,2.5 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
9:00 PM,6 °C,0,4 °C,83%,1023 hPa,2.5 km,North,3.7 km/h		/  ,0,0,	 ,Mist
9:55 PM,5.0 °C,0,3.0 °C,87%,1022 hPa,2.5 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
10:00 PM,5 °C,0,3 °C,84%,1023 hPa,2.5 km,North,3.7 km/h		/  ,0,0,	 ,Mist
10:55 PM,4.0 °C,2.8 °C,2.0 °C,87%,1022 hPa,2.0 km,NW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
11:00 PM,4 °C,0,2 °C,84%,1023 hPa,2.0 km,NW,5.6 km/h		/  ,0,0,	 ,Mist
11:55 PM,4.0 °C,2.8 °C,2.0 °C,87%,1022 hPa,1.6 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Partly Cloudy
12:00 AM,4 °C,0,2 °C,86%,1023 hPa,1.6 km,North,5.6 km/h		/  ,0,0,	 ,Mist
12:55 AM,4.0 °C,2.8 °C,2.0 °C,87%,1022 hPa,1.6 km,NNW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
1:00 AM,4 °C,0,2 °C,87%,1023 hPa,1.6 km,NNW,5.6 km/h		/  ,0,0,	 ,Mist
1:55 AM,3.0 °C,0,1.0 °C,87%,1022 hPa,1.6 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mist
2:00 AM,3 °C,0,1 °C,84%,1023 hPa,1.6 km,North,3.7 km/h		/  ,0,0,	 ,Mist
2:55 AM,3.0 °C,0.0 °C,1.0 °C,87%,1022 hPa,1.8 km,North,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mist
3:00 AM,3 °C,0,1 °C,81%,1023 hPa,1.8 km,North,11.1 km/h		/  ,0,0,	 ,Mist
3:55 AM,2.0 °C,0,0.0 °C,87%,1023 hPa,2.0 km,Calm,Calm,0,N/A,	 ,Mist
4:00 AM,2 °C,0,0 °C,84%,1023 hPa,2.0 km,Calm,Calm,0,0,	 ,Mist
4:55 AM,2.0 °C,0,0.0 °C,87%,1023 hPa,2.0 km,Calm,Calm,0,N/A,	 ,Mist
5:00 AM,2 °C,0,0 °C,81%,1024 hPa,2.0 km,Calm,Calm,0,0,	 ,Mist
5:55 AM,1.0 °C,0,0,87%,1023 hPa,3.0 km,NNW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
6:00 AM,1 °C,0,0,80%,1024 hPa,3.0 km,NNW,9.3 km/h		/  ,0,0,	 ,Mist
6:55 AM,2.0 °C,0.5 °C,0.0 °C,87%,1024 hPa,3.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
7:00 AM,2 °C,0,0,80%,1024 hPa,3.0 km,North,5.6 km/h		/  ,0,0,	 ,Mist
7:55 AM,1.0 °C,0,0,87%,1024 hPa,2.5 km,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
8:00 AM,1 °C,0,0,80%,1025 hPa,2.5 km,West,5.6 km/h		/  ,0,0,	 ,Mist
8:55 AM,3.0 °C,0,1.0 °C,87%,1024 hPa,3.0 km,West,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mist
9:00 AM,3 °C,0,1 °C,81%,1025 hPa,3.0 km,West,1.9 km/h		/  ,0,0,	 ,Mist
9:55 AM,6.0 °C,4.5 °C,4.0 °C,87%,1024 hPa,4.0 km,WSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mist
10:00 AM,6 °C,0,4 °C,75%,1025 hPa,4.0 km,WSW,7.4 km/h		/  ,0,0,	 ,Mist
10:55 AM,8.0 °C,5.5 °C,4.0 °C,76%,1025 hPa,5.0 km,WSW,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Mist
11:00 AM,8 °C,0,4 °C,67%,1025 hPa,5 km,WSW,14.8 km/h		/  ,0,0,	 ,Mist
11:55 AM,10.0 °C,0,6.0 °C,76%,1025 hPa,5.0 km,West,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Mist
12:00 PM,10 °C,0,6 °C,67%,1025 hPa,5 km,West,14.8 km/h		/  ,0,0,	 ,Mist
12:55 PM,11.0 °C,0,5.0 °C,67%,1024 hPa,5.0 km,West,14.8 km/h		/ 4.1 m/s,0,N/A,	 ,Mist
1:00 PM,11 °C,0,5 °C,57%,1024 hPa,5 km,West,14.8 km/h		/  ,0,0,	 ,Mist
2:55 PM,12.0 °C,0,5.0 °C,62%,1023 hPa,5.0 km,SW,16.7 km/h		/ 4.6 m/s,0,N/A,	 ,Mist
3:00 PM,12 °C,0,4 °C,48%,1024 hPa,5 km,SW,16.7 km/h		/  ,0,0,	 ,Mist
3:55 PM,12.0 °C,0,4.0 °C,58%,1023 hPa,5.0 km,SW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mist
4:00 PM,12 °C,0,4 °C,44%,1023 hPa,5 km,SW,11.1 km/h		/  ,0,0,	 ,Mist
4:55 PM,12.0 °C,0,3.0 °C,54%,1023 hPa,5.0 km,WSW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
5:00 PM,12 °C,0,3 °C,45%,1023 hPa,5 km,WSW,9.3 km/h		/  ,0,0,	 ,Mist
5:55 PM,11.0 °C,0,4.0 °C,62%,1023 hPa,5.0 km,SW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mist
6:00 PM,11 °C,0,4 °C,48%,1023 hPa,5 km,SW,7.4 km/h		/  ,0,0,	 ,Mist
6:55 PM,8.0 °C,0,3.0 °C,71%,1023 hPa,5.0 km,WSW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mist
7:00 PM,8 °C,0,4 °C,66%,1024 hPa,5 km,WSW,3.7 km/h		/  ,0,0,	 ,Mist
7:55 PM,5.0 °C,0,3.0 °C,87%,1024 hPa,5.0 km,Calm,Calm,0,N/A,	 ,Mist
8:00 PM,5 °C,0,3 °C,76%,1024 hPa,5 km,Calm,Calm,0,0,	 ,Mist
8:55 PM,4.0 °C,0,2.0 °C,87%,1024 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
9:00 PM,4 °C,0,2 °C,80%,1025 hPa,6 km,Calm,Calm,0,0,	 ,Mist
9:55 PM,3.0 °C,0,2.0 °C,93%,1025 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
10:00 PM,3 °C,0,2 °C,87%,1025 hPa,6 km,Calm,Calm,0,0,	 ,Mist
10:55 PM,3.0 °C,1.6 °C,2.0 °C,93%,1025 hPa,7.0 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Unknown
11:00 PM,3 °C,0,2 °C,88%,1025 hPa,7 km,NE,5.6 km/h		/  ,0,0,	 ,Mist
11:55 PM,2.0 °C,0,1.0 °C,93%,1025 hPa,7.0 km,NNE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Unknown
12:00 AM,2 °C,0,1 °C,87%,1026 hPa,7 km,NNE,9.3 km/h		/  ,0,0,	 ,Mist
12:55 AM,2.0 °C,0,1.0 °C,93%,1025 hPa,7.0 km,Calm,Calm,0,N/A,	 ,Unknown
1:00 AM,2 °C,0,0 °C,84%,1026 hPa,7 km,Calm,Calm,0,0,	 ,Mist
1:55 AM,2.0 °C,0,0.0 °C,87%,1025 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
2:00 AM,2 °C,0,0 °C,87%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
2:55 AM,1.0 °C,0,0.0 °C,93%,1025 hPa,6.0 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Unknown
3:00 AM,1 °C,0,0,85%,1026 hPa,6 km,East,3.7 km/h		/  ,0,0,	 ,Mist
3:55 AM,1.0 °C,0,0.0 °C,93%,1025 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
4:00 AM,1 °C,0,0,85%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
4:55 AM,1.0 °C,0,0,87%,1025 hPa,6.0 km,NNE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
5:00 AM,1 °C,0,0,86%,1026 hPa,6 km,NNE,3.7 km/h		/  ,0,0,	 ,Mist
5:55 AM,2.0 °C,0.5 °C,0.0 °C,87%,1025 hPa,5.0 km,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
6:00 AM,2 °C,0,0 °C,81%,1026 hPa,5 km,North,5.6 km/h		/  ,0,0,	 ,Mist
6:55 AM,3.0 °C,0,1.0 °C,87%,1025 hPa,5.0 km,NE,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mostly Cloudy
7:00 AM,3 °C,0,1 °C,85%,1025 hPa,5 km,NE,1.9 km/h		/  ,0,0,	 ,Mist
7:55 AM,4.0 °C,1.7 °C,3.0 °C,93%,1025 hPa,5.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
8:00 AM,4 °C,0,3 °C,83%,1025 hPa,5 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
8:55 AM,5.0 °C,3.9 °C,3.0 °C,87%,1025 hPa,5.0 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
9:00 AM,5 °C,0,3 °C,80%,1026 hPa,5 km,ENE,5.6 km/h		/  ,0,0,	 ,Mist
9:55 AM,8.0 °C,6.4 °C,4.0 °C,76%,1025 hPa,6.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Scattered Clouds
10:00 AM,8 °C,0,4 °C,71%,1026 hPa,6 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
10:55 AM,8.0 °C,0,4.0 °C,76%,1026 hPa,6.0 km,SSE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
11:00 AM,8 °C,0,4 °C,67%,1026 hPa,6 km,SSE,3.7 km/h		/  ,0,0,	 ,Mist
11:55 AM,10.0 °C,0,5.0 °C,71%,1026 hPa,7.0 km,NNE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
12:00 PM,10 °C,0,5 °C,64%,1026 hPa,7 km,NNE,5.6 km/h		/  ,0,0,	 ,Mist
12:55 PM,11.0 °C,0,4.0 °C,62%,1025 hPa,8.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Partly Cloudy
1:00 PM,11 °C,0,4 °C,54%,1025 hPa,8 km,North,3.7 km/h		/  ,0,0,	 ,Mist
1:55 PM,11.0 °C,0,3.0 °C,58%,1024 hPa,9.0 km,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
2:00 PM,11 °C,0,3 °C,48%,1024 hPa,9 km,North,7.4 km/h		/  ,0,0,	 ,Mist
2:55 PM,11.0 °C,0,3.0 °C,58%,1023 hPa,10.0 km,SSE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
3:00 PM,11 °C,0,3 °C,48%,1024 hPa,10 km,SSE,3.7 km/h		/  ,0,0,	 ,Scattered Clouds
3:55 PM,12.0 °C,0,3.0 °C,54%,1023 hPa,10.0 km,WSW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Scattered Clouds
4:00 PM,12 °C,0,3 °C,43%,1024 hPa,10 km,WSW,11.1 km/h		/  ,0,0,	 ,Scattered Clouds
4:55 PM,11.0 °C,0,3.0 °C,58%,1023 hPa,10.0 km,West,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mostly Cloudy
5:00 PM,11 °C,0,3 °C,43%,1023 hPa,10 km,West,1.9 km/h		/  ,0,0,	 ,Scattered Clouds
5:55 PM,10.0 °C,0,3.0 °C,62%,1023 hPa,10.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
6:00 PM,10 °C,0,4 °C,54%,1023 hPa,10 km,Calm,Calm,0,0,	 ,Mostly Cloudy
6:55 PM,10.0 °C,0,4.0 °C,66%,1023 hPa,10.0 km,SW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
7:00 PM,10 °C,0,4 °C,59%,1024 hPa,10 km,SW,5.6 km/h		/  ,0,0,	 ,Mostly Cloudy
8:00 PM,9 °C,0,6 °C,71%,1024 hPa,10 km,SW,5.6 km/h		/  ,0,0,	 ,Mostly Cloudy
8:55 PM,8.0 °C,7.3 °C,5.0 °C,81%,1023 hPa,10.0 km,SW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
9:00 PM,8 °C,0,5 °C,79%,1024 hPa,12 km,SW,5.6 km/h		/  ,0,0,	 ,Mostly Cloudy
10:00 PM,7 °C,0,5 °C,83%,1024 hPa,12 km,WSW,5.6 km/h		/  ,0,0,	 ,Mostly Cloudy
11:55 PM,5.0 °C,0,3.0 °C,87%,1024 hPa,10.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
12:00 AM,5 °C,0,3 °C,85%,1024 hPa,12 km,West,3.7 km/h		/  ,0,0,	 ,Mostly Cloudy
12:55 AM,4.0 °C,0,2.0 °C,87%,1024 hPa,10.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
1:55 AM,4.0 °C,2.8 °C,2.0 °C,87%,1024 hPa,10.0 km,NW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
2:00 AM,4 °C,0,2 °C,86%,1024 hPa,12 km,NW,5.6 km/h		/  ,0,0,	 ,Mostly Cloudy
4:55 AM,4.0 °C,1.7 °C,2.0 °C,87%,1024 hPa,10.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
5:00 AM,4 °C,0,2 °C,82%,1024 hPa,12 km,NE,9.3 km/h		/  ,0,0,	 ,Mostly Cloudy
5:55 AM,4.0 °C,2.1 °C,2.0 °C,87%,1023 hPa,10.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
6:00 AM,4 °C,0,2 °C,82%,1023 hPa,12 km,NE,7.4 km/h		/  ,0,0,	 ,Mostly Cloudy
6:55 AM,4.0 °C,1.7 °C,2.0 °C,87%,1023 hPa,6.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
7:00 AM,4 °C,0,2 °C,83%,1024 hPa,6 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
7:55 AM,4.0 °C,1.7 °C,2.0 °C,87%,1023 hPa,6.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
8:00 AM,4 °C,0,2 °C,83%,1024 hPa,6 km,NE,9.3 km/h		/  ,0,0,	 ,Mist
8:55 AM,4.0 °C,1.7 °C,2.0 °C,87%,1024 hPa,5.0 km,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Partly Cloudy
9:00 AM,4 °C,0,2 °C,82%,1024 hPa,5 km,NE,9.3 km/h		/  ,0,0,	 ,Mist
10:00 AM,7 °C,0,4 °C,77%,1024 hPa,6 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
10:55 AM,9.0 °C,0,6.0 °C,82%,1024 hPa,6.0 km,SSE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Unknown
11:00 AM,9 °C,0,6 °C,69%,1024 hPa,6 km,SSE,5.6 km/h		/  ,0,0,	 ,Mist
11:55 AM,10.0 °C,0,5.0 °C,71%,1023 hPa,6.0 km,SW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
12:00 PM,10 °C,0,5 °C,63%,1024 hPa,6 km,SW,7.4 km/h		/  ,0,0,	 ,Mist
12:55 PM,11.0 °C,0,5.0 °C,67%,1023 hPa,6.0 km,West,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Partly Cloudy
1:00 PM,11 °C,0,5 °C,57%,1024 hPa,6 km,West,9.3 km/h		/  ,0,0,	 ,Mist
1:55 PM,12.0 °C,0,4.0 °C,58%,1022 hPa,7.0 km,WSW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Partly Cloudy
2:00 PM,12 °C,0,4 °C,49%,1023 hPa,7 km,WSW,9.3 km/h		/  ,0,0,	 ,Mist
2:55 PM,12.0 °C,0,4.0 °C,58%,1022 hPa,8.0 km,WSW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Partly Cloudy
3:00 PM,12 °C,0,4 °C,50%,1023 hPa,8 km,WSW,11.1 km/h		/  ,0,0,	 ,Scattered Clouds
3:55 PM,11.0 °C,0,5.0 °C,67%,1022 hPa,8.0 km,SW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Partly Cloudy
4:00 PM,11 °C,0,5 °C,52%,1022 hPa,8 km,SW,5.6 km/h		/  ,0,0,	 ,Mist
4:55 PM,11.0 °C,0,5.0 °C,67%,1022 hPa,8.0 km,SW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Unknown
5:00 PM,11 °C,0,5 °C,58%,1022 hPa,8 km,SW,9.3 km/h		/  ,0,0,	 ,Mist
5:55 PM,9.0 °C,0,5.0 °C,76%,1022 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
6:00 PM,9 °C,0,5 °C,66%,1022 hPa,6 km,Calm,Calm,0,0,	 ,Mist
6:55 PM,8.0 °C,6.8 °C,6.0 °C,87%,1022 hPa,6.0 km,SSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
7:00 PM,8 °C,0,6 °C,83%,1023 hPa,6 km,SSW,7.4 km/h		/  ,0,0,	 ,Mist
7:55 PM,6.0 °C,5.0 °C,5.0 °C,93%,1022 hPa,5.0 km,SSW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
8:00 PM,6 °C,0,5 °C,87%,1023 hPa,5 km,SSW,5.6 km/h		/  ,0,0,	 ,Mist
8:55 PM,6.0 °C,0,5.0 °C,93%,1022 hPa,5.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mist
9:00 PM,6 °C,0,5 °C,94%,1023 hPa,5 km,West,3.7 km/h		/  ,0,0,	 ,Mist
9:55 PM,5.0 °C,0,3.0 °C,87%,1022 hPa,4.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,Fog,Fog
10:00 PM,5 °C,0,3 °C,90%,1023 hPa,4.0 km,West,3.7 km/h		/  ,0,0,Fog,Patches of Fog
10:55 PM,3.0 °C,0,2.0 °C,93%,1022 hPa,3.5 km,WNW,1.9 km/h		/ 0.5 m/s,0,N/A,Fog,Fog
11:00 PM,3 °C,0,2 °C,88%,1023 hPa,3.5 km,WNW,1.9 km/h		/  ,0,0,Fog,Patches of Fog
12:00 AM,3 °C,0,2 °C,85%,1022 hPa,1.0 km,WNW,1.9 km/h		/  ,0,0,	 ,Mist
12:55 AM,3.0 °C,0,2.0 °C,93%,1022 hPa,1.8 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mostly Cloudy
1:00 AM,3 °C,0,2 °C,86%,1022 hPa,1.8 km,West,3.7 km/h		/  ,0,0,	 ,Mist
1:55 AM,4.0 °C,2.8 °C,2.0 °C,87%,1021 hPa,2.0 km,WNW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
2:00 AM,4 °C,0,2 °C,87%,1022 hPa,2.0 km,WNW,5.6 km/h		/  ,0,0,	 ,Mist
2:55 AM,4.0 °C,0,2.0 °C,87%,1020 hPa,2.0 km,SW,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mostly Cloudy
3:00 AM,4 °C,0,2 °C,84%,1021 hPa,2.0 km,SW,1.9 km/h		/  ,0,0,	 ,Mist
3:55 AM,4.0 °C,0,2.0 °C,87%,1020 hPa,2.2 km,ESE,1.9 km/h		/ 0.5 m/s,0,N/A,	 ,Mostly Cloudy
4:00 AM,4 °C,0,2 °C,82%,1021 hPa,2.2 km,ESE,1.9 km/h		/  ,0,0,	 ,Mist
4:55 AM,4.0 °C,2.1 °C,2.0 °C,87%,1020 hPa,1.8 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mostly Cloudy
5:00 AM,4 °C,0,2 °C,81%,1021 hPa,1.8 km,NNE,7.4 km/h		/  ,0,0,	 ,Mist
5:55 AM,4.0 °C,2.1 °C,2.0 °C,87%,1020 hPa,1.8 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
6:00 AM,4 °C,0,2 °C,84%,1020 hPa,1.8 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
6:55 AM,4.0 °C,1.2 °C,2.0 °C,87%,1020 hPa,0.7 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,Fog,Fog
7:00 AM,4 °C,0,2 °C,84%,1020 hPa,0.7 km,NE,11.1 km/h		/  ,0,0,	 ,Mist
7:55 AM,4.0 °C,1.7 °C,1.0 °C,81%,1020 hPa,0.1 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,Fog,Fog
8:00 AM,4 °C,0,2 °C,83%,1020 hPa,0.1 km,ENE,9.3 km/h		/  ,0,0,Fog,Partial Fog
8:55 AM,5.0 °C,2.8 °C,3.0 °C,87%,1020 hPa,0.4 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,Fog,Fog
9:00 AM,5 °C,0,3 °C,89%,1020 hPa,0.4 km,ENE,9.3 km/h		/  ,0,0,Fog,Partial Fog
9:55 AM,5.0 °C,2.5 °C,4.0 °C,93%,1019 hPa,0.5 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,Fog,Fog
10:00 AM,5 °C,0,4 °C,92%,1020 hPa,0.5 km,ENE,11.1 km/h		/  ,0,0,Fog,Partial Fog
10:55 AM,6.0 °C,3.7 °C,5.0 °C,93%,1019 hPa,0.3 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,Fog,Fog
11:00 AM,6 °C,0,5 °C,90%,1020 hPa,0.3 km,ENE,11.1 km/h		/  ,0,0,Fog,Partial Fog
11:55 AM,6.0 °C,5.0 °C,5.0 °C,93%,1019 hPa,0.6 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,Fog,Fog
12:00 PM,6 °C,0,5 °C,92%,1020 hPa,0.6 km,East,5.6 km/h		/  ,0,0,Fog,Partial Fog
12:55 PM,6.0 °C,5.0 °C,5.0 °C,93%,1019 hPa,1.0 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Overcast
1:00 PM,6 °C,0,5 °C,89%,1019 hPa,1.0 km,ENE,5.6 km/h		/  ,0,0,Fog,Light Fog
1:55 PM,7.0 °C,5.7 °C,6.0 °C,93%,1018 hPa,1.0 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Overcast
2:00 PM,7 °C,0,6 °C,90%,1019 hPa,1.0 km,East,7.4 km/h		/  ,0,0,	 ,Mist
2:55 PM,7.0 °C,5.7 °C,6.0 °C,93%,1018 hPa,1.3 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Overcast
3:00 PM,7 °C,0,6 °C,91%,1018 hPa,1.3 km,East,7.4 km/h		/  ,0,0,	 ,Mist
3:55 PM,7.0 °C,5.2 °C,6.0 °C,93%,1017 hPa,1.1 km,ESE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Overcast
4:00 PM,7 °C,0,6 °C,91%,1018 hPa,1.1 km,ESE,9.3 km/h		/  ,0,0,	 ,Mist
4:55 PM,7.0 °C,6.2 °C,6.0 °C,93%,1017 hPa,1.0 km,ESE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Overcast
5:00 PM,7 °C,0,6 °C,90%,1018 hPa,1.0 km,ESE,5.6 km/h		/  ,0,0,	 ,Mist
5:55 PM,7.0 °C,6.2 °C,6.0 °C,93%,1018 hPa,0.9 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,Fog,Fog
6:00 PM,7 °C,0,6 °C,92%,1018 hPa,0.9 km,East,5.6 km/h		/  ,0,0,Fog,Partial Fog
6:55 PM,7.0 °C,0,6.0 °C,93%,1018 hPa,1.2 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Overcast
7:00 PM,7 °C,0,6 °C,92%,1019 hPa,1.2 km,East,3.7 km/h		/  ,0,0,Fog,Light Fog
7:55 PM,7.0 °C,0,6.0 °C,93%,1018 hPa,1.2 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Overcast
8:00 PM,7 °C,0,6 °C,95%,1019 hPa,1.2 km,East,3.7 km/h		/  ,0,0,	 ,Mist
8:55 PM,6.0 °C,0,5.0 °C,93%,1019 hPa,1.2 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
9:00 PM,6 °C,0,6 °C,94%,1019 hPa,1.2 km,Calm,Calm,0,0,	 ,Mist
9:55 PM,5.0 °C,0,5.0 °C,100%,1019 hPa,0.1 km,Calm,Calm,0,N/A,Fog,Fog
10:00 PM,5 °C,0,5 °C,92%,1020 hPa,0.1 km,Calm,Calm,0,0,Fog,Partial Fog
10:55 PM,5.0 °C,0,4.0 °C,93%,1019 hPa,0.3 km,Calm,Calm,0,N/A,Fog,Fog
11:00 PM,5 °C,0,4 °C,95%,1020 hPa,0.3 km,Calm,Calm,0,0,Fog,Partial Fog
11:55 PM,4.0 °C,0,3.0 °C,93%,1019 hPa,1.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
12:00 AM,4 °C,0,3 °C,91%,1020 hPa,1.0 km,Calm,Calm,0,0,Fog,Light Fog
12:55 AM,3.0 °C,0,3.0 °C,100%,1019 hPa,0.1 km,Calm,Calm,0,N/A,Fog,Fog
1:00 AM,3 °C,0,3 °C,94%,1020 hPa,0.1 km,Calm,Calm,0,0,Fog,Partial Fog
1:55 AM,3.0 °C,1.0 °C,2.0 °C,93%,1019 hPa,0.3 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,Fog,Fog
2:00 AM,3 °C,0,2 °C,93%,1020 hPa,0.3 km,NE,7.4 km/h		/  ,0,0,Fog,Partial Fog
2:55 AM,2.0 °C,0,1.0 °C,93%,1019 hPa,0.5 km,Calm,Calm,0,N/A,Fog,Fog
3:00 AM,2 °C,0,2 °C,93%,1020 hPa,0.5 km,Calm,Calm,0,0,Fog,Partial Fog
